Name,Site type,Community,Location,lat,lon,lat2,lon2
"Lower or Abbey Wireworks, Tintern",Iron forge,Tintern,"51°41′52″N 2°41′11″W﻿ / ﻿51.6977°N 2.6864°W, SO526001",51.6980148,-2.6808821,51.6980148,-2.6808821
Tintern Upper Wireworks (New Tongs Mill),Leat,Tintern,"51°41′59″N 2°42′44″W﻿ / ﻿51.6997°N 2.7123°W, SO508003",51.6980148,-2.6808821,51.6980148,-2.6808821
Whitebrook Wireworks Leat,Leat,Trellech United,"51°45′24″N 2°41′00″W﻿ / ﻿51.7567°N 2.6833°W, SO529066",51.753386750000004,-2.701252983830498,51.753386750000004,-2.701252983830498
"Cewere Quarry and Limekiln, Llanvair-Discoed",Quarry,Caerwent,"51°37′44″N 2°47′15″W﻿ / ﻿51.629°N 2.7874°W, ST455925",51.6100619,-2.7643084,51.6100619,-2.7643084
Limekiln and Quarries at Craig-yr-Hafod,Limekiln,Llanfoist Fawr,"51°47′14″N 3°03′21″W﻿ / ﻿51.7871°N 3.0558°W, SO272103",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
Pwll Du Limestone Quarry & Water Balance Lift,Industrial monument,Llanfoist Fawr,"51°47′51″N 3°05′12″W﻿ / ﻿51.7974°N 3.0866°W, SO251115",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
"Colwell Grove Limekiln and Quarry, Tintern",Limekiln,Tintern,"51°41′40″N 2°40′36″W﻿ / ﻿51.6945°N 2.6768°W, ST533997",51.6980148,-2.6808821,51.6980148,-2.6808821
Clearwater Paper Mill,Mill,Trellech United,"51°45′27″N 2°40′49″W﻿ / ﻿51.7575°N 2.6804°W, SO531067",51.753386750000004,-2.701252983830498,51.753386750000004,-2.701252983830498
Whitebrook Wireworks,Iron forge,Trellech United,"51°45′16″N 2°40′50″W﻿ / ﻿51.7545°N 2.6805°W, SO531064",51.753386750000004,-2.701252983830498,51.753386750000004,-2.701252983830498
Tramway Embankment of Grosmont Railway,Tramway embankment,Llanvihangel Crucorney,"51°53′06″N 2°58′13″W﻿ / ﻿51.885°N 2.9704°W, SO333211",51.8799904,-2.9801071,51.8799904,-2.9801071
Blorenge Quarries Tramroad,Tramroad,Llanfoist Fawr,"51°48′02″N 3°04′13″W﻿ / ﻿51.8006°N 3.0703°W, SO262118",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
"Blorenge Tunnel, Hill's Tramroad",Tramroad,Llanfoist Fawr,"51°48′35″N 3°03′30″W﻿ / ﻿51.8098°N 3.0583°W, SO271128",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
"Hill's Tramroad Inclines, Llanfoist",Tramroad,Llanfoist Fawr,"51°48′31″N 3°02′52″W﻿ / ﻿51.8085°N 3.0478°W, SO278127",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
"Pen-ffordd-goch Iron and coal patching, Blaenavon",Industrial monument,Llanfoist Fawr,"51°47′18″N 3°04′38″W﻿ / ﻿51.7882°N 3.0773°W, SO257104",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
Carreg Maen Taro Ironstone Quarries,Quarry,Llanfoist Fawr,"51°47′38″N 3°06′20″W﻿ / ﻿51.794°N 3.1056°W, SO238111",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
Pwll Du Tramroad Tunnel Northern Entrances & Site of Lower Bank,Industrial monument,Llanfoist Fawr,"51°47′55″N 3°05′45″W﻿ / ﻿51.7987°N 3.0957°W, SO245116",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
"Tramroad Bridge, Bailey's Tramroad, Govilon",Bridge,Llanfoist Fawr,"51°48′50″N 3°04′31″W﻿ / ﻿51.8138°N 3.0754°W, SO259133",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
Perth-Hir House (Remains of),House (domestic),Llangattock-Vibon-Avel,"51°50′23″N 2°44′47″W﻿ / ﻿51.8396°N 2.7463°W, SO486159",51.8361224,-2.7904339,51.8361224,-2.7904339
Blackcliff Wood Limekiln,Limekiln,Tintern,"51°40′49″N 2°40′37″W﻿ / ﻿51.6803°N 2.6769°W, ST532981",51.6980148,-2.6808821,51.6980148,-2.6808821
Abbey Tintern Furnace,Industrial monument,Tintern,"51°41′57″N 2°42′18″W﻿ / ﻿51.6992°N 2.705°W, SO513002",51.6980148,-2.6808821,51.6980148,-2.6808821
Coed-Ithel Iron Furnace,Kiln,Trellech United,"51°43′12″N 2°41′05″W﻿ / ﻿51.7199°N 2.6847°W, SO527025",51.753386750000004,-2.701252983830498,51.753386750000004,-2.701252983830498
Woolpitch Wood Iron Furnace,Kiln,Trellech United,"51°44′25″N 2°44′21″W﻿ / ﻿51.7402°N 2.7392°W, SO490048",51.753386750000004,-2.701252983830498,51.753386750000004,-2.701252983830498
Clydach Ironworks (remains) and Smart's Bridge,Industrial monument,Llanelly,"51°48′45″N 3°07′11″W﻿ / ﻿51.8126°N 3.1196°W, SO229132",51.816292950000005,-3.124995736714043,51.816292950000005,-3.124995736714043
Gilwern Embankment,Industrial monument,Llanelly,"51°49′25″N 3°05′54″W﻿ / ﻿51.8237°N 3.0982°W, SO244144",51.816292950000005,-3.124995736714043,51.816292950000005,-3.124995736714043
Iron Furnace SW of Clydach,Industrial monument,Llanelly,"51°49′04″N 3°06′53″W﻿ / ﻿51.8179°N 3.1148°W, SO232138",51.816292950000005,-3.124995736714043,51.816292950000005,-3.124995736714043
Garnddyrys Ironworks (Site of) and adjacent Tramway,Industrial monument,Llanfoist Fawr,"51°48′00″N 3°04′39″W﻿ / ﻿51.7999°N 3.0774°W, SO258118",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
The Graig Settlement,Settlement,Llanfoist Fawr,"51°50′27″N 3°04′51″W﻿ / ﻿51.8409°N 3.0808°W, SO256163",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
Redbrook Incline Bridge,Bridge,Monmouth,"51°47′21″N 2°40′24″W﻿ / ﻿51.7892°N 2.6733°W, SO536102",40.2932319,-74.1671114,40.2932319,-74.1671114
"Royal Navy Propellant Factory, Caerwent, Nitro-glycerine Hill",Industrial building,Caerwent,"51°37′22″N 2°44′55″W﻿ / ﻿51.6228°N 2.7487°W, ST482918",51.6100619,-2.7643084,51.6100619,-2.7643084
"Royal Navy Propellant Factory, Caerwent Guided Weapons Scheme Static Firing Bay",Royal Naval Depot,Caerwent,"51°37′31″N 2°45′20″W﻿ / ﻿51.6253°N 2.7555°W, ST478921",51.6100619,-2.7643084,51.6100619,-2.7643084
Dyne Steel Incline,Incline,Llanfoist Fawr,"51°47′36″N 3°06′06″W﻿ / ﻿51.7933°N 3.1017°W, SO241110",51.8148729,-3.0546106821804564,51.8148729,-3.0546106821804564
"The Alcove, Piercefield",Folly,St Arvans,"51°38′59″N 2°40′52″W﻿ / ﻿51.6496°N 2.6811°W, ST529947",51.6649416,-2.6988906,51.6649416,-2.6988906
"The Cold Bath, Piercefield",Bath-house,St Arvans,"51°40′05″N 2°41′18″W﻿ / ﻿51.6681°N 2.6884°W, ST524968",51.6649416,-2.6988906,51.6649416,-2.6988906
"The Giant's Cave, Piercefield",Cave,St Arvans,"51°39′48″N 2°41′20″W﻿ / ﻿51.6633°N 2.6888°W, ST524962",51.6649416,-2.6988906,51.6649416,-2.6988906
"The Grotto, Piercefield",Grotto,St Arvans,"51°39′30″N 2°40′36″W﻿ / ﻿51.6584°N 2.6766°W, ST532957",51.6649416,-2.6988906,51.6649416,-2.6988906
"The Platform, Piercefield",Folly,St Arvans,"51°39′18″N 2°40′36″W﻿ / ﻿51.655°N 2.6767°W, ST532953",51.6649416,-2.6988906,51.6649416,-2.6988906
Craig Ty-Isaf Camp,Hillfort,Baglan,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°37′31″N 3°47′52″W﻿ / ﻿51.6254°N 3.7979°W, SS756933",20.690228599999998,74.12869047153217,20.690228599999998,74.12869047153217
Foel Chwern Round Cairn,Round cairn,Blaengwrach,"51°43′22″N 3°35′46″W﻿ / ﻿51.7228°N 3.5962°W, SN898038",51.7372635,-3.635764,51.7372635,-3.635764
"Buarth-y-Gaer, Mynydd-y-Gaer",Hillfort,Briton Ferry,"51°37′39″N 3°47′06″W﻿ / ﻿51.6276°N 3.7849°W, SS765939",51.6360419,-3.8216718,51.6360419,-3.8216718
"Carreg Hir Standing Stone, Pen-Rhiw-Tyn",Standing stone,Briton Ferry,"51°38′34″N 3°48′57″W﻿ / ﻿51.6428°N 3.8158°W, SS744953",51.6360419,-3.8216718,51.6360419,-3.8216718
Gaer Fawr Camp,Hillfort,Briton Ferry,"51°37′59″N 3°47′06″W﻿ / ﻿51.6331°N 3.785°W, SS765942",51.6360419,-3.8216718,51.6360419,-3.8216718
Burial Chamber at Pen-yr-Alltwen,Chambered tomb?,Cilybebyll,"51°42′51″N 3°50′15″W﻿ / ﻿51.7141°N 3.8375°W, SN731033",51.7269637,-3.8200024,51.7269637,-3.8200024
Cefn Celfi Standing Stones,Standing stone,Cilybebyll,"51°42′45″N 3°49′21″W﻿ / ﻿51.7124°N 3.8226°W, SN741030",51.7269637,-3.8200024,51.7269637,-3.8200024
Carn Caca Enclosure,Enclosure,Clyne and Melincourt,"51°41′13″N 3°40′53″W﻿ / ﻿51.6869°N 3.6814°W, SN838000",51.690937950000006,-3.711006345214991,51.690937950000006,-3.711006345214991
Pen-Rhiw-Angharad Round Cairns,Cairnfield,Clyne and Melincourt,"51°40′41″N 3°44′12″W﻿ / ﻿51.678°N 3.7368°W, SS800991",51.690937950000006,-3.711006345214991,51.690937950000006,-3.711006345214991
Carn Caca Cairnfield,Kerb cairn,Clyne and Melincourt,"51°41′36″N 3°42′19″W﻿ / ﻿51.6933°N 3.7053°W, SN822007",51.690937950000006,-3.711006345214991,51.690937950000006,-3.711006345214991
Gelli-Bwch Round Cairn,Round cairn,Coedffranc,"51°38′13″N 3°51′02″W﻿ / ﻿51.637°N 3.8505°W, SS720947",51.637092249999995,-3.8583355428366266,51.637092249999995,-3.8583355428366266
Llandarcy Round Cairn,Round cairn,Coedffranc,"51°38′34″N 3°51′13″W﻿ / ﻿51.6427°N 3.8535°W, SS718953",51.637092249999995,-3.8583355428366266,51.637092249999995,-3.8583355428366266
Mynydd Marchywel summit cairn,Round cairn,Crynant,"51°43′09″N 3°47′05″W﻿ / ﻿51.7191°N 3.7848°W, SN768037",51.7331327,-3.7506955,51.7331327,-3.7506955
Coed Ddu ring cairn,Ring cairn,Crynant,"51°44′33″N 3°43′44″W﻿ / ﻿51.7425°N 3.7288°W, SN807062",51.7331327,-3.7506955,51.7331327,-3.7506955
Mynydd Marchywel Round Cairn,Round cairn,Crynant,"51°43′43″N 3°46′38″W﻿ / ﻿51.7286°N 3.7771°W, SN773048",51.7331327,-3.7506955,51.7331327,-3.7506955
Pen-y-Castell,Hillfort,Cwmavon,"51°36′41″N 3°45′03″W﻿ / ﻿51.6115°N 3.7509°W, SS788917",51.6190168,-3.760893572250799,51.6190168,-3.760893572250799
Carreg Bica Standing Stone,Standing stone,Dyffryn Clydach,"51°40′46″N 3°50′45″W﻿ / ﻿51.6794°N 3.8457°W, SS724994",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Three Round Cairns on Mynydd Drumau,Round cairn,Dyffryn Clydach,"51°40′47″N 3°50′43″W﻿ / ﻿51.6796°N 3.8454°W, SS725994",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Mynydd Drumau Round Cairn with Cist,Round cairn,Dyffryn Clydach,"51°41′15″N 3°50′47″W﻿ / ﻿51.6876°N 3.8465°W, SN724003",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Bachgen Carreg Round Cairn,Round cairn,Glyncorrwg,"51°40′16″N 3°34′49″W﻿ / ﻿51.671°N 3.5804°W, SS908981",51.6796234,-3.6273026,51.6796234,-3.6273026
Bryn Llydan Round Barrow,Round barrow,Glyncorrwg,"51°41′29″N 3°38′12″W﻿ / ﻿51.6915°N 3.6367°W, SN869004",51.6796234,-3.6273026,51.6796234,-3.6273026
Carn Caglau cairn,Round cairn,Glyncorrwg,"51°41′28″N 3°38′59″W﻿ / ﻿51.691°N 3.6497°W, SN860004",51.6796234,-3.6273026,51.6796234,-3.6273026
Cefn yr Argoed Camp,Enclosure,Glyncorrwg,"51°37′59″N 3°41′19″W﻿ / ﻿51.6331°N 3.6887°W, SS832940",51.6796234,-3.6273026,51.6796234,-3.6273026
Crug yr Afan Round Cairn,Round cairn,Glyncorrwg,"51°38′51″N 3°33′42″W﻿ / ﻿51.6474°N 3.5618°W, SS920954",51.6796234,-3.6273026,51.6796234,-3.6273026
Nant Herbert Camp,Enclosure,Glyncorrwg,"51°37′58″N 3°42′23″W﻿ / ﻿51.6327°N 3.7064°W, SS819940",51.6796234,-3.6273026,51.6796234,-3.6273026
Pebyll Ring Cairn,Ring cairn,Glyncorrwg,"51°39′48″N 3°34′35″W﻿ / ﻿51.6634°N 3.5764°W, SS910972",51.6796234,-3.6273026,51.6796234,-3.6273026
Tonmawr Camp,Enclosure,Margam,"51°33′45″N 3°41′18″W﻿ / ﻿51.5625°N 3.6882°W, SS830861",51.5790533,-3.7619448,51.5790533,-3.7619448
Caer Cwmphilip,Enclosure,Margam,"51°34′10″N 3°41′46″W﻿ / ﻿51.5695°N 3.6962°W, SS825870",51.5790533,-3.7619448,51.5790533,-3.7619448
Danish Camp,Enclosure,Margam,"51°34′12″N 3°42′10″W﻿ / ﻿51.5701°N 3.7027°W, SS820870",51.5790533,-3.7619448,51.5790533,-3.7619448
Ergyd Uchaf Round Barrow,Round cairn,Margam,"51°35′10″N 3°43′29″W﻿ / ﻿51.586°N 3.7246°W, SS806888",51.5790533,-3.7619448,51.5790533,-3.7619448
Half Moon Camp,Enclosure,Margam,"51°34′00″N 3°44′00″W﻿ / ﻿51.5666°N 3.7332°W, SS799867",51.5790533,-3.7619448,51.5790533,-3.7619448
Mynydd y Castell Camp,Hillfort,Margam,"51°33′55″N 3°43′25″W﻿ / ﻿51.5653°N 3.7237°W, SS806865",51.5790533,-3.7619448,51.5790533,-3.7619448
Caer Blaen-y-Cwm,Enclosure,Margam,"51°34′44″N 3°41′06″W﻿ / ﻿51.579°N 3.6851°W, SS833880",51.5790533,-3.7619448,51.5790533,-3.7619448
Site of Bodvoc Stone,Ring cairn,Margam,"51°35′09″N 3°41′21″W﻿ / ﻿51.5858°N 3.6891°W, SS830887",51.5790533,-3.7619448,51.5790533,-3.7619448
Twmpath Diwlith Round Barrow,Round barrow,Margam,"51°35′09″N 3°41′13″W﻿ / ﻿51.5858°N 3.687°W, SS832887",51.5790533,-3.7619448,51.5790533,-3.7619448
Ty'n-y-Cellar Standing Stone,Standing stone,Margam,"51°32′23″N 3°43′42″W﻿ / ﻿51.5398°N 3.7282°W, SS802837",51.5790533,-3.7619448,51.5790533,-3.7619448
Cefn Mawr cairn,Round cairn,Pelenna,"51°40′27″N 3°40′41″W﻿ / ﻿51.6741°N 3.6781°W, SS840985",51.656074399999994,-3.730916691119586,51.656074399999994,-3.730916691119586
Foel Fynyddau Round Cairn,Round cairn,Pelenna and Cwmafan,"51°37′41″N 3°45′36″W﻿ / ﻿51.628°N 3.7599°W, SS782935",,,,
Burial Chamber near Carn Llechart,Chambered tomb,Pontardawe,"51°44′24″N 3°53′20″W﻿ / ﻿51.7399°N 3.889°W, SN696062",51.7219859,-3.8488778,51.7219859,-3.8488778
Carn Llechart Stone Circle,Ring cairn,Pontardawe,"51°44′24″N 3°53′17″W﻿ / ﻿51.74°N 3.888°W, SN697062",51.7219859,-3.8488778,51.7219859,-3.8488778
Mynydd y Garth Cairn,Round cairn,Pontardawe,"51°45′10″N 3°52′12″W﻿ / ﻿51.7529°N 3.8701°W, SN710076",51.7219859,-3.8488778,51.7219859,-3.8488778
Carn Cornel Round Cairn,Round cairn,Seven Sisters,"51°44′34″N 3°42′55″W﻿ / ﻿51.7428°N 3.7152°W, SN816062",51.5824738,-0.0749325,51.5824738,-0.0749325
Ergyd Isaf Round Barrows,Round cairn,Tai-Bach,"51°35′02″N 3°44′29″W﻿ / ﻿51.5838°N 3.7414°W, SS794886",52.0165159,-4.8827255,52.0165159,-4.8827255
Blaen-Cwmbach Earthwork,Enclosure,Tonna,"51°40′30″N 3°44′47″W﻿ / ﻿51.675°N 3.7463°W, SS793988",51.080868,10.7280209,51.080868,10.7280209
"Nidum Roman fort, Neath",Roman Fort,Blaenhonddan,"51°39′53″N 3°48′47″W﻿ / ﻿51.6647°N 3.8131°W, SS747977",51.687039999999996,-3.7889881037223043,51.687039999999996,-3.7889881037223043
Melin Court Roman Marching Camp,Roman marching camp,Clyne and Melincourt,"51°41′14″N 3°41′02″W﻿ / ﻿51.6871°N 3.684°W, SN836000",51.690937950000006,-3.711006345214991,51.690937950000006,-3.711006345214991
Coelbren Roman Fort,Roman fort,Onllwyn,"51°47′01″N 3°39′17″W﻿ / ﻿51.7835°N 3.6548°W, SN859107",51.7797047,-3.6807316,51.7797047,-3.6807316
Coelbren Roman Marching Camp,Roman marching camp,Onllwyn,"51°46′47″N 3°39′03″W﻿ / ﻿51.7796°N 3.6508°W, SN862102",51.7797047,-3.6807316,51.7797047,-3.6807316
Hirfynydd fortlet,Roman signal station,Seven Sisters,"51°44′48″N 3°41′52″W﻿ / ﻿51.7466°N 3.6979°W, SN828066",51.5824738,-0.0749325,51.5824738,-0.0749325
Blaen Cwm Bach Camp,Marching camp,Tonna,"51°40′30″N 3°44′22″W﻿ / ﻿51.6751°N 3.7394°W, SS798988",51.080868,10.7280209,51.080868,10.7280209
Court Herbert Cross & Grave Slab,Cross,Dyffryn Clydach,"51°39′48″N 3°49′19″W﻿ / ﻿51.6633°N 3.8219°W, SS740976",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
"Clawdd Mawr, Mynydd Caerau",Linear earthwork,Glyncorrwg,"51°38′28″N 3°35′54″W﻿ / ﻿51.641°N 3.5983°W, SS894947",51.6796234,-3.6273026,51.6796234,-3.6273026
Margam Inscribed & Sculptured Stones [56],Cross,Margam,"51°33′49″N 3°43′52″W﻿ / ﻿51.5637°N 3.7312°W, SS801864",51.5790533,-3.7619448,51.5790533,-3.7619448
Sculptured Cross Llanmihangel Farm,Cross,Margam,"51°31′55″N 3°42′30″W﻿ / ﻿51.532°N 3.7082°W, SS816828",51.5790533,-3.7619448,51.5790533,-3.7619448
Cefn Morfydd Dyke & Earthwork,Linear earthwork,Tonna,"51°40′05″N 3°45′12″W﻿ / ﻿51.668°N 3.7533°W, SS788980",51.080868,10.7280209,51.080868,10.7280209
Plas Baglan,Castle,Baglan,"51°36′57″N 3°47′52″W﻿ / ﻿51.6157°N 3.7979°W, SS756922",20.690228599999998,74.12869047153217,20.690228599999998,74.12869047153217
St Baglan's Church,Church,Baglan,"51°36′56″N 3°48′06″W﻿ / ﻿51.6156°N 3.8016°W, SS753922",20.690228599999998,74.12869047153217,20.690228599999998,74.12869047153217
St Margaret's Chapel,Church,Coedffranc,"51°37′47″N 3°52′20″W﻿ / ﻿51.6297°N 3.8723°W, SS705939",51.637092249999995,-3.8583355428366266,51.637092249999995,-3.8583355428366266
Hirfynydd house platforms.,House platform,Crynant,"51°44′35″N 3°43′50″W﻿ / ﻿51.743°N 3.7306°W, SN806063",51.7331327,-3.7506955,51.7331327,-3.7506955
Tirlan medieval house sites,Platform house,Crynant,"51°42′32″N 3°47′32″W﻿ / ﻿51.709°N 3.7922°W, SN762026",51.7331327,-3.7506955,51.7331327,-3.7506955
Castell Bowlan,Motte,Cwmavon,"51°36′49″N 3°46′52″W﻿ / ﻿51.6135°N 3.781°W, SS767920",51.6190168,-3.760893572250799,51.6190168,-3.760893572250799
Mynydd Drumau settlement platforms,House platform,Dyffryn Clydach,"51°41′13″N 3°50′30″W﻿ / ﻿51.687°N 3.8417°W, SN727002",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Neath Abbey and Gatehouse [67],Abbey,Dyffryn Clydach,"51°39′40″N 3°49′34″W﻿ / ﻿51.6612°N 3.826°W, SS738974",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Hen Eglwys,Chapel,Margam,"51°33′53″N 3°43′51″W﻿ / ﻿51.5648°N 3.7308°W, SS801865",51.5790533,-3.7619448,51.5790533,-3.7619448
Margam Abbey,Abbey,Margam,"51°33′44″N 3°43′47″W﻿ / ﻿51.5623°N 3.7298°W, SS801862",51.5790533,-3.7619448,51.5790533,-3.7619448
Margam Medieval Bath House,Bath-house,Margam,"51°34′06″N 3°43′42″W﻿ / ﻿51.5684°N 3.7284°W, SS803869",51.5790533,-3.7619448,51.5790533,-3.7619448
Neath Castle,Castle,Neath,"51°39′54″N 3°48′13″W﻿ / ﻿51.6651°N 3.8035°W, SS753977",51.6628422,-3.8039117,51.6628422,-3.8039117
Foel Fynyddau Deserted Rural Settlement,House platform,Pelenna,"51°38′06″N 3°45′34″W﻿ / ﻿51.6351°N 3.7595°W, SS783943",51.656074399999994,-3.730916691119586,51.656074399999994,-3.730916691119586
Remains of Venallt Ironworks,Ironworks,Blaengwrach,"51°43′55″N 3°38′45″W﻿ / ﻿51.7319°N 3.6459°W, SN864049",51.7372635,-3.635764,51.7372635,-3.635764
Aberdulais Aqueduct,Aqueduct,Blaenhonddan,"51°40′44″N 3°46′34″W﻿ / ﻿51.679°N 3.7762°W, SS772992",51.687039999999996,-3.7889881037223043,51.687039999999996,-3.7889881037223043
Tinplate works at Aberdulais Falls NT,Tinplate Works,Blaenhonddan,"51°40′51″N 3°46′40″W﻿ / ﻿51.6807°N 3.7779°W, SS771994",51.687039999999996,-3.7889881037223043,51.687039999999996,-3.7889881037223043
Ynysmaerdy Railway Incline,Railway,Briton Ferry,"51°38′24″N 3°48′22″W﻿ / ﻿51.6401°N 3.8061°W, SS751950",51.6360419,-3.8216718,51.6360419,-3.8216718
Waun y Coed Colliery Branch Canal and Tramroad Incline,Industrial monument,Cilybebyll,"51°43′43″N 3°49′45″W﻿ / ﻿51.7285°N 3.8292°W, SN737048",51.7269637,-3.8200024,51.7269637,-3.8200024
Tennant Canal: Skewen Cutting and tramroad bridge,Canal,Coedffranc,"51°39′30″N 3°50′05″W﻿ / ﻿51.6583°N 3.8346°W, SS731970",51.637092249999995,-3.8583355428366266,51.637092249999995,-3.8583355428366266
Cwmafan copper works flue,Chimney,Cwmavon,"51°37′31″N 3°45′33″W﻿ / ﻿51.6254°N 3.7592°W, SS783933",51.6190168,-3.760893572250799,51.6190168,-3.760893572250799
Neath Abbey Ironworks,Industrial monument,Dyffryn Clydach,"51°39′52″N 3°49′36″W﻿ / ﻿51.6644°N 3.8268°W, SS737977",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Neath Abbey Ironworks Dam,Dam,Dyffryn Clydach,"51°40′25″N 3°49′29″W﻿ / ﻿51.6735°N 3.8248°W, SS739987",51.67593315,-3.836856636277255,51.67593315,-3.836856636277255
Ynys Fawr Corn-Drying Kiln,Corn-drying kiln,Glyncorrwg,"51°38′25″N 3°43′19″W﻿ / ﻿51.6403°N 3.722°W, SS809948",51.6796234,-3.6273026,51.6796234,-3.6273026
Leat & Dam at Llanmihangel Mill,Leat,Margam,"51°31′42″N 3°42′04″W﻿ / ﻿51.5282°N 3.7012°W, SS820824",51.5790533,-3.7619448,51.5790533,-3.7619448
Remains of Blast Furnaces at Banwen,Blast Furnace,Onllwyn,"51°46′52″N 3°38′33″W﻿ / ﻿51.7811°N 3.6425°W, SN867104",51.7797047,-3.6807316,51.7797047,-3.6807316
Cwm Pelenna Colliery Ventilation Furnace,Industrial monument,Pelenna,"51°39′40″N 3°42′43″W﻿ / ﻿51.6612°N 3.7119°W, SS816972",51.656074399999994,-3.730916691119586,51.656074399999994,-3.730916691119586
Pontrhydyfen Aqueduct / Viaduct,Aqueduct,Pelenna,"51°37′59″N 3°44′29″W﻿ / ﻿51.633°N 3.7415°W, SS795941",51.656074399999994,-3.730916691119586,51.656074399999994,-3.730916691119586
Melin Court Blast Furnace,Blast Furnace,Resolven,"51°42′10″N 3°42′08″W﻿ / ﻿51.7027°N 3.7022°W, SN824018",51.7110541,-3.6955499,51.7110541,-3.6955499
Claypon's Tramroad at Ystradgynlais,Tramroad,Seven Sisters,"51°46′24″N 3°43′18″W﻿ / ﻿51.7734°N 3.7218°W, SN812097",51.5824738,-0.0749325,51.5824738,-0.0749325
Parsons' Folly (Glyncorrwg Mineral Railway),Railway,Tonna,"51°40′09″N 3°45′05″W﻿ / ﻿51.6691°N 3.7514°W, SS789981",51.080868,10.7280209,51.080868,10.7280209
Remains of Lock and Dry Dock at Pantyffynnon,Lock,Ystalyfera,"51°45′05″N 3°48′01″W﻿ / ﻿51.7513°N 3.8003°W, SN758073",51.7673807,-3.7853362,51.7673807,-3.7853362
Briton Ferry Dock Entrance,Dockyard,Briton Ferry,"51°37′37″N 3°49′37″W﻿ / ﻿51.627°N 3.8269°W, SS736936",51.6360419,-3.8216718,51.6360419,-3.8216718
Cae'r Mynydd Ventilation Furnace and Mine,Colliery,Bryn,"51°37′13″N 3°41′40″W﻿ / ﻿51.6204°N 3.6944°W, SS827926",59.9083093,10.8186944,59.9083093,10.8186944
Canal Boat at Aberdulais Basin,Canal Boat,Tonna,"51°40′46″N 3°46′31″W﻿ / ﻿51.6794°N 3.7752°W, SS773993",51.080868,10.7280209,51.080868,10.7280209
"River Twrch Aqueduct, Ystalyfera",Aqueduct,Ystalyfera,"51°46′06″N 3°46′48″W﻿ / ﻿51.7684°N 3.7799°W, SN772092",51.7673807,-3.7853362,51.7673807,-3.7853362
Crimea Colliery & Canal Quay,Coal mine,Ystalyfera,"51°45′01″N 3°48′07″W﻿ / ﻿51.7504°N 3.8019°W, SN757072",51.7673807,-3.7853362,51.7673807,-3.7853362
Cilybebyll Auxiliary Unit Operational Base,Observation Post,Cilybebyll,"51°43′23″N 3°48′36″W﻿ / ﻿51.723°N 3.8101°W, SN750042",51.7269637,-3.8200024,51.7269637,-3.8200024
Pentreclwydau Colliery,Coal mine,Glynneath,"51°43′59″N 3°40′08″W﻿ / ﻿51.733°N 3.669°W, SN848051",51.7453049,-3.6182095,51.7453049,-3.6182095
"Chain Home Low Radar Station, Margam",Radar station,Margam,"51°34′11″N 3°44′34″W﻿ / ﻿51.5698°N 3.7428°W, SS793871",51.5790533,-3.7619448,51.5790533,-3.7619448
Gwern y Cleppa Burial Chamber,Chambered long barrow,Coedkernew,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}51°33′35″N 3°02′43″W﻿ / ﻿51.5597°N 3.0452°W, ST276850",51.5491768,-3.0383979,51.5491768,-3.0383979
Twyn Pant-Teg Round Barrow,Round barrow,Graig,"51°35′36″N 3°05′55″W﻿ / ﻿51.5934°N 3.0987°W, ST239888",51.9074398,-3.0193809,51.9074398,-3.0193809
Round Barrow 57m South of Stock Wood,Round barrow,Langstone,"51°35′52″N 2°53′37″W﻿ / ﻿51.5979°N 2.8937°W, ST381891",51.6037473,-2.9133807,51.6037473,-2.9133807
Druidstone Standing Stone,Standing stone,Michaelstone-y-Fedw,"51°32′40″N 3°05′43″W﻿ / ﻿51.5445°N 3.0953°W, ST241834",51.5629602,-3.0942559,51.5629602,-3.0942559
